horizon,day,slot,index,feature,coef_unified_kernel,coef_legacy_separate,difference,abs_difference,relative_abs_diff,sigma2_primary,sigma2_legacy,n_obs_primary,n_obs_legacy
2,1,2,52,yesterday_step_count,0.017361084566476382,0.016216986420244283,-0.001144098146232099,0.001144098146232099,0.06590015398239063,0.007795153315238927,0.002326001457118403,319,319
2,1,2,53,ema_step_count,0.0025047779305321306,-0.007126598029758812,-0.009631375960290943,0.009631375960290943,1.3514689505529613,0.007795153315238927,0.002326001457118403,319,319
2,1,2,54,prior2hour_step_count,0.016270785656998802,0.014026560527976968,-0.002244225129021834,0.002244225129021834,0.13792973347027598,0.007795153315238927,0.002326001457118403,319,319
2,1,2,55,previous7days_rpa,0.1297342507444092,0.10928014212525028,-0.020454108619158917,0.020454108619158917,0.15766159284687103,0.007795153315238927,0.002326001457118403,319,319
2,1,2,56,active_status_fraction_7days,0.12056579087579102,0.10207775767300836,-0.018488033202782653,0.018488033202782653,0.15334393834673507,0.007795153315238927,0.002326001457118403,319,319
2,1,2,57,recent_burden,-0.0022970733600077707,-0.01411546495613829,-0.01181839159613052,0.01181839159613052,0.8372654838402005,0.007795153315238927,0.002326001457118403,319,319
2,1,2,58,salience_yesterday,-0.021601335345883273,0.0029116123883002245,0.0245129477341835,0.0245129477341835,1.1347885369899187,0.007795153315238927,0.002326001457118403,319,319
2,1,2,59,walk_interaction_7d,0.14108591333793133,0.043749885192472936,-0.09733602814545839,0.09733602814545839,0.6899060710073692,0.007795153315238927,0.002326001457118403,319,319
2,1,2,60,A,0.0038355022353311332,0.0036044237825190156,-0.00023107845281211768,0.00023107845281211768,0.06024724759211822,0.007795153315238927,0.002326001457118403,319,319
2,1,2,61,A*E_w,-0.000964366428927704,-0.004358841514878706,-0.003394475085951002,0.003394475085951002,0.7787562530925056,0.007795153315238927,0.002326001457118403,319,319
2,1,2,62,A*b_hat,-0.0014409190504927989,-0.003613689598930615,-0.002172770548437816,0.002172770548437816,0.6012609796593474,0.007795153315238927,0.002326001457118403,319,319
2,1,2,63,A*weekday_vs_weekend,0.0,0.0,0.0,0.0,0.0,0.007795153315238927,0.002326001457118403,319,319
2,1,2,64,A*slot_pm,0.0038355022353313696,0.003604423782518883,-0.00023107845281248674,0.00023107845281248674,0.060247247592210736,0.007795153315238927,0.002326001457118403,319,319
2,1,2,65,A*weekday_vs_weekend*E_w,0.0,0.0,0.0,0.0,0.0,0.007795153315238927,0.002326001457118403,319,319
2,1,2,66,A*slot_pm*E_w,-0.0009643664289277385,-0.004358841514878422,-0.0033944750859506833,0.0033944750859506833,0.7787562530924833,0.007795153315238927,0.002326001457118403,319,319
2,1,2,67,A*weekday_vs_weekend*b_hat,0.0,0.0,0.0,0.0,0.0,0.007795153315238927,0.002326001457118403,319,319
2,1,2,68,A*slot_pm*b_hat,-0.0014409190504927742,-0.0036136895989306844,-0.00217277054843791,0.00217277054843791,0.601260979659362,0.007795153315238927,0.002326001457118403,319,319
2,1,2,69,A*yesterday_step_count,0.017754196260040163,0.006156666497158943,-0.011597529762881219,0.011597529762881219,0.653227529594459,0.007795153315238927,0.002326001457118403,319,319
2,1,2,70,A*ema_step_count,-0.02663898873744064,-0.010990681358546892,0.015648307378893746,0.015648307378893746,0.5874212243237417,0.007795153315238927,0.002326001457118403,319,319
2,1,2,71,A*prior2hour_step_count,-0.03455969014474982,-0.017402985201520504,0.017156704943229316,0.017156704943229316,0.4964368856135621,0.007795153315238927,0.002326001457118403,319,319
2,1,2,72,A*previous7days_rpa,-0.04745646383139486,0.0016223389543868526,0.049078802785781715,0.049078802785781715,1.0341858373634993,0.007795153315238927,0.002326001457118403,319,319
2,1,2,73,A*active_status_fraction_7days,-0.01779358888047629,-0.020019709571214232,-0.0022261206907379406,0.0022261206907379406,0.11119645281661908,0.007795153315238927,0.002326001457118403,319,319
2,1,2,74,A*recent_burden,0.009188440480252942,0.006003273662981261,-0.0031851668172716814,0.0031851668172716814,0.3466493388205524,0.007795153315238927,0.002326001457118403,319,319
2,1,2,75,A*salience_yesterday,0.018288349900168203,-0.0019779178692994844,-0.02026626776946769,0.02026626776946769,1.1081517950004496,0.007795153315238927,0.002326001457118403,319,319
2,1,2,76,A*walk_interaction_7d,-0.07265979897886175,-0.030728869728848283,0.041930929250013474,0.041930929250013474,0.5770856765267415,0.007795153315238927,0.002326001457118403,319,319
3,2,1,0,intercept,-0.03715355652014059,0.10279478114872169,0.13994833766886228,0.13994833766886228,1.3614342684030571,0.000938030222344443,0.0005883646013306846,319,319
3,2,1,1,weekday_vs_weekend,0.0,0.0,0.0,0.0,0.0,0.000938030222344443,0.0005883646013306846,319,319
3,2,1,2,slot_pm,0.0,0.0,0.0,0.0,0.0,0.000938030222344443,0.0005883646013306846,319,319
3,2,1,3,E_w,-0.007893868820982301,-0.03390782643002125,-0.02601395760903895,0.02601395760903895,0.7671962596224321,0.000938030222344443,0.0005883646013306846,319,319
3,2,1,4,weekday_vs_weekend*E_w,0.0,0.0,0.0,0.0,0.0,0.000938030222344443,0.0005883646013306846,319,319
3,2,1,5,slot_pm*E_w,0.0,0.0,0.0,0.0,0.0,0.000938030222344443,0.0005883646013306846,319,319
3,2,1,6,b_hat,0.565336238214789,0.8697597580280607,0.30442351981327176,0.30442351981327176,0.3500087432229191,0.000938030222344443,0.0005883646013306846,319,319
3,2,1,7,weekday_vs_weekend*b_hat,0.0,0.0,0.0,0.0,0.0,0.000938030222344443,0.0005883646013306846,319,319
3,2,1,8,slot_pm*b_hat,0.0,0.0,0.0,0.0,0.0,0.000938030222344443,0.0005883646013306846,319,319
3,2,1,9,b_tilde,0.0,0.0,0.0,0.0,0.0,0.000938030222344443,0.0005883646013306846,319,319
3,2,1,10,M_Y_day1_fourSC_morning,-0.027512789465140998,-0.017982078944436434,0.009530710520704564,0.009530710520704564,0.3464101861710561,0.000938030222344443,0.0005883646013306846,319,319
