horizon,day,slot,index,feature,coefficient,residual_sigma2,n_obs
1,1,1,0,intercept,0.21575807976249872,0.0005588754116620468,319
1,1,1,1,weekday_vs_weekend,0.0,0.0005588754116620468,319
1,1,1,2,slot_pm,0.0,0.0005588754116620468,319
1,1,1,3,E_w,-0.01117488614590965,0.0005588754116620468,319
1,1,1,4,weekday_vs_weekend*E_w,0.0,0.0005588754116620468,319
1,1,1,5,slot_pm*E_w,0.0,0.0005588754116620468,319
1,1,1,6,b_hat,0.6142066781413921,0.0005588754116620468,319
1,1,1,7,weekday_vs_weekend*b_hat,0.0,0.0005588754116620468,319
1,1,1,8,slot_pm*b_hat,0.0,0.0005588754116620468,319
1,1,1,9,b_tilde,0.0,0.0005588754116620468,319
1,1,1,10,M_Y_day1_fourSC_morning,0.0,0.0005588754116620468,319
1,1,1,11,M_Y_day1_fourSC_afternoon,0.0,0.0005588754116620468,319
1,1,1,12,M_Y_day1_anticipated_affect,0.0,0.0005588754116620468,319
1,1,1,13,M_Y_day2_fourSC_morning,0.0,0.0005588754116620468,319
1,1,1,14,M_Y_day2_fourSC_afternoon,0.0,0.0005588754116620468,319
1,1,1,15,M_Y_day2_anticipated_affect,0.0,0.0005588754116620468,319
1,1,1,16,M_Y_day3_fourSC_morning,0.0,0.0005588754116620468,319
1,1,1,17,M_Y_day3_fourSC_afternoon,0.0,0.0005588754116620468,319
1,1,1,18,M_Y_day3_anticipated_affect,0.0,0.0005588754116620468,319
1,1,1,19,M_Y_day4_fourSC_morning,0.0,0.0005588754116620468,319
1,1,1,20,M_Y_day4_fourSC_afternoon,0.0,0.0005588754116620468,319
1,1,1,21,M_Y_day4_anticipated_affect,0.0,0.0005588754116620468,319
1,1,1,22,M_Y_day5_fourSC_morning,0.0,0.0005588754116620468,319
1,1,1,23,M_Y_day5_fourSC_afternoon,0.0,0.0005588754116620468,319
1,1,1,24,M_Y_day5_anticipated_affect,0.0,0.0005588754116620468,319
1,1,1,25,M_Y_day6_fourSC_morning,0.0,0.0005588754116620468,319
1,1,1,26,M_Y_day6_fourSC_afternoon,0.0,0.0005588754116620468,319
1,1,1,27,M_Y_day6_anticipated_affect,0.0,0.0005588754116620468,319
1,1,1,28,M_E_day1_pageview_morning,0.0,0.0005588754116620468,319
1,1,1,29,M_E_day1_pageview_afternoon,0.0,0.0005588754116620468,319
1,1,1,30,M_E_day1_morning_fitbit_wear,0.0,0.0005588754116620468,319
1,1,1,31,M_E_day1_daily_survey_complete,0.0,0.0005588754116620468,319
1,1,1,32,M_E_day2_pageview_morning,0.0,0.0005588754116620468,319
1,1,1,33,M_E_day2_pageview_afternoon,0.0,0.0005588754116620468,319
1,1,1,34,M_E_day2_morning_fitbit_wear,0.0,0.0005588754116620468,319
1,1,1,35,M_E_day2_daily_survey_complete,0.0,0.0005588754116620468,319
1,1,1,36,M_E_day3_pageview_morning,0.0,0.0005588754116620468,319
1,1,1,37,M_E_day3_pageview_afternoon,0.0,0.0005588754116620468,319
1,1,1,38,M_E_day3_morning_fitbit_wear,0.0,0.0005588754116620468,319
1,1,1,39,M_E_day3_daily_survey_complete,0.0,0.0005588754116620468,319
1,1,1,40,M_E_day4_pageview_morning,0.0,0.0005588754116620468,319
1,1,1,41,M_E_day4_pageview_afternoon,0.0,0.0005588754116620468,319
1,1,1,42,M_E_day4_morning_fitbit_wear,0.0,0.0005588754116620468,319
1,1,1,43,M_E_day4_daily_survey_complete,0.0,0.0005588754116620468,319
1,1,1,44,M_E_day5_pageview_morning,0.0,0.0005588754116620468,319
1,1,1,45,M_E_day5_pageview_afternoon,0.0,0.0005588754116620468,319
1,1,1,46,M_E_day5_morning_fitbit_wear,0.0,0.0005588754116620468,319
1,1,1,47,M_E_day5_daily_survey_complete,0.0,0.0005588754116620468,319
1,1,1,48,M_E_day6_pageview_morning,0.0,0.0005588754116620468,319
1,1,1,49,M_E_day6_pageview_afternoon,0.0,0.0005588754116620468,319
1,1,1,50,M_E_day6_morning_fitbit_wear,0.0,0.0005588754116620468,319
1,1,1,51,M_E_day6_daily_survey_complete,0.0,0.0005588754116620468,319
1,1,1,52,yesterday_step_count,0.01646663014402257,0.0005588754116620468,319
1,1,1,53,ema_step_count,-0.005400118341166009,0.0005588754116620468,319
1,1,1,54,prior2hour_step_count,0.0010146580211732594,0.0005588754116620468,319
1,1,1,56,active_status_fraction_7days,0.10613305454603587,0.0005588754116620468,319
1,1,1,57,recent_burden,0.0033291392823379777,0.0005588754116620468,319
1,1,1,58,salience_yesterday,-0.011073300464930751,0.0005588754116620468,319
1,1,1,59,walk_interaction_7d,0.10202871361522459,0.0005588754116620468,319
1,1,1,60,A,0.00496916436418667,0.0005588754116620468,319
1,1,1,61,A*E_w,-0.0012833990233654432,0.0005588754116620468,319
1,1,1,62,A*b_hat,0.009903128209446846,0.0005588754116620468,319
1,1,1,63,A*weekday_vs_weekend,0.0,0.0005588754116620468,319
1,1,1,64,A*slot_pm,0.0,0.0005588754116620468,319
1,1,1,65,A*weekday_vs_weekend*E_w,0.0,0.0005588754116620468,319
1,1,1,66,A*slot_pm*E_w,0.0,0.0005588754116620468,319
1,1,1,67,A*weekday_vs_weekend*b_hat,0.0,0.0005588754116620468,319
1,1,1,68,A*slot_pm*b_hat,0.0,0.0005588754116620468,319
1,1,1,69,A*yesterday_step_count,-0.0029955200163881254,0.0005588754116620468,319
1,1,1,70,A*ema_step_count,0.008441832256025832,0.0005588754116620468,319
1,1,1,71,A*prior2hour_step_count,-0.007295876371188851,0.0005588754116620468,319
1,1,1,73,A*active_status_fraction_7days,-0.008273202740286758,0.0005588754116620468,319
1,1,1,74,A*recent_burden,-0.0020775504362913256,0.0005588754116620468,319
1,1,1,75,A*salience_yesterday,0.0006561072946878925,0.0005588754116620468,319
1,1,1,76,A*walk_interaction_7d,0.016274716571108246,0.0005588754116620468,319
2,1,2,0,intercept,0.10416324507707338,0.00854379034438037,319
2,1,2,1,weekday_vs_weekend,0.0,0.00854379034438037,319
2,1,2,2,slot_pm,0.10416324507707987,0.00854379034438037,319
2,1,2,3,E_w,-0.006795815112993525,0.00854379034438037,319
2,1,2,4,weekday_vs_weekend*E_w,0.0,0.00854379034438037,319
2,1,2,5,slot_pm*E_w,-0.006795815112993467,0.00854379034438037,319
2,1,2,6,b_hat,0.3297002430460519,0.00854379034438037,319
2,1,2,7,weekday_vs_weekend*b_hat,0.0,0.00854379034438037,319
2,1,2,8,slot_pm*b_hat,0.32970024304604734,0.00854379034438037,319
2,1,2,9,b_tilde,0.0,0.00854379034438037,319
2,1,2,10,M_Y_day1_fourSC_morning,-0.01750002024342641,0.00854379034438037,319
2,1,2,11,M_Y_day1_fourSC_afternoon,0.0,0.00854379034438037,319
2,1,2,12,M_Y_day1_anticipated_affect,0.0,0.00854379034438037,319
2,1,2,13,M_Y_day2_fourSC_morning,0.0,0.00854379034438037,319
2,1,2,14,M_Y_day2_fourSC_afternoon,0.0,0.00854379034438037,319
2,1,2,15,M_Y_day2_anticipated_affect,0.0,0.00854379034438037,319
2,1,2,16,M_Y_day3_fourSC_morning,0.0,0.00854379034438037,319
2,1,2,17,M_Y_day3_fourSC_afternoon,0.0,0.00854379034438037,319
2,1,2,18,M_Y_day3_anticipated_affect,0.0,0.00854379034438037,319
2,1,2,19,M_Y_day4_fourSC_morning,0.0,0.00854379034438037,319
2,1,2,20,M_Y_day4_fourSC_afternoon,0.0,0.00854379034438037,319
2,1,2,21,M_Y_day4_anticipated_affect,0.0,0.00854379034438037,319
2,1,2,22,M_Y_day5_fourSC_morning,0.0,0.00854379034438037,319
2,1,2,23,M_Y_day5_fourSC_afternoon,0.0,0.00854379034438037,319
2,1,2,24,M_Y_day5_anticipated_affect,0.0,0.00854379034438037,319
2,1,2,25,M_Y_day6_fourSC_morning,0.0,0.00854379034438037,319
2,1,2,26,M_Y_day6_fourSC_afternoon,0.0,0.00854379034438037,319
2,1,2,27,M_Y_day6_anticipated_affect,0.0,0.00854379034438037,319
2,1,2,28,M_E_day1_pageview_morning,0.01929855510608318,0.00854379034438037,319
2,1,2,29,M_E_day1_pageview_afternoon,0.0,0.00854379034438037,319
2,1,2,30,M_E_day1_morning_fitbit_wear,0.0,0.00854379034438037,319
2,1,2,31,M_E_day1_daily_survey_complete,0.0,0.00854379034438037,319
2,1,2,32,M_E_day2_pageview_morning,0.0,0.00854379034438037,319
2,1,2,33,M_E_day2_pageview_afternoon,0.0,0.00854379034438037,319
2,1,2,34,M_E_day2_morning_fitbit_wear,0.0,0.00854379034438037,319
2,1,2,35,M_E_day2_daily_survey_complete,0.0,0.00854379034438037,319
2,1,2,36,M_E_day3_pageview_morning,0.0,0.00854379034438037,319
2,1,2,37,M_E_day3_pageview_afternoon,0.0,0.00854379034438037,319
2,1,2,38,M_E_day3_morning_fitbit_wear,0.0,0.00854379034438037,319
2,1,2,39,M_E_day3_daily_survey_complete,0.0,0.00854379034438037,319
2,1,2,40,M_E_day4_pageview_morning,0.0,0.00854379034438037,319
2,1,2,41,M_E_day4_pageview_afternoon,0.0,0.00854379034438037,319
2,1,2,42,M_E_day4_morning_fitbit_wear,0.0,0.00854379034438037,319
2,1,2,43,M_E_day4_daily_survey_complete,0.0,0.00854379034438037,319
2,1,2,44,M_E_day5_pageview_morning,0.0,0.00854379034438037,319
2,1,2,45,M_E_day5_pageview_afternoon,0.0,0.00854379034438037,319
2,1,2,46,M_E_day5_morning_fitbit_wear,0.0,0.00854379034438037,319
2,1,2,47,M_E_day5_daily_survey_complete,0.0,0.00854379034438037,319
2,1,2,48,M_E_day6_pageview_morning,0.0,0.00854379034438037,319
2,1,2,49,M_E_day6_pageview_afternoon,0.0,0.00854379034438037,319
2,1,2,50,M_E_day6_morning_fitbit_wear,0.0,0.00854379034438037,319
2,1,2,51,M_E_day6_daily_survey_complete,0.0,0.00854379034438037,319
2,1,2,52,yesterday_step_count,0.023141916816791355,0.00854379034438037,319
2,1,2,53,ema_step_count,0.0003298316871798224,0.00854379034438037,319
2,1,2,54,prior2hour_step_count,0.018385601235774297,0.00854379034438037,319
2,1,2,56,active_status_fraction_7days,0.12630654073525235,0.00854379034438037,319
2,1,2,57,recent_burden,-0.004183095522176935,0.00854379034438037,319
2,1,2,58,salience_yesterday,-0.022749874218353,0.00854379034438037,319
2,1,2,59,walk_interaction_7d,0.14350942525495067,0.00854379034438037,319
2,1,2,60,A,0.004920482529583893,0.00854379034438037,319
2,1,2,61,A*E_w,-0.00037373958726338635,0.00854379034438037,319
2,1,2,62,A*b_hat,-0.0008547452327858263,0.00854379034438037,319
2,1,2,63,A*weekday_vs_weekend,0.0,0.00854379034438037,319
2,1,2,64,A*slot_pm,0.004920482529584323,0.00854379034438037,319
2,1,2,65,A*weekday_vs_weekend*E_w,0.0,0.00854379034438037,319
2,1,2,66,A*slot_pm*E_w,-0.000373739587263232,0.00854379034438037,319
2,1,2,67,A*weekday_vs_weekend*b_hat,0.0,0.00854379034438037,319
2,1,2,68,A*slot_pm*b_hat,-0.0008547452327858409,0.00854379034438037,319
2,1,2,69,A*yesterday_step_count,0.011319327532391853,0.00854379034438037,319
2,1,2,70,A*ema_step_count,-0.030693420084224456,0.00854379034438037,319
2,1,2,71,A*prior2hour_step_count,-0.034761823141100774,0.00854379034438037,319
2,1,2,73,A*active_status_fraction_7days,-0.016418121018459887,0.00854379034438037,319
2,1,2,74,A*recent_burden,0.010807173394365564,0.00854379034438037,319
2,1,2,75,A*salience_yesterday,0.025128049971285035,0.00854379034438037,319
2,1,2,76,A*walk_interaction_7d,-0.0701535862827723,0.00854379034438037,319
3,2,1,0,intercept,-0.039100887654047255,0.0008577984157098316,319
3,2,1,1,weekday_vs_weekend,0.0,0.0008577984157098316,319
3,2,1,2,slot_pm,0.0,0.0008577984157098316,319
3,2,1,3,E_w,-0.008963016401563757,0.0008577984157098316,319
3,2,1,4,weekday_vs_weekend*E_w,0.0,0.0008577984157098316,319
3,2,1,5,slot_pm*E_w,0.0,0.0008577984157098316,319
3,2,1,6,b_hat,0.5650693721425722,0.0008577984157098316,319
3,2,1,7,weekday_vs_weekend*b_hat,0.0,0.0008577984157098316,319
3,2,1,8,slot_pm*b_hat,0.0,0.0008577984157098316,319
3,2,1,9,b_tilde,0.0,0.0008577984157098316,319
3,2,1,10,M_Y_day1_fourSC_morning,-0.033976092139194815,0.0008577984157098316,319
3,2,1,11,M_Y_day1_fourSC_afternoon,-0.032862155677097264,0.0008577984157098316,319
3,2,1,12,M_Y_day1_anticipated_affect,0.46829217586134037,0.0008577984157098316,319
3,2,1,13,M_Y_day2_fourSC_morning,0.0,0.0008577984157098316,319
3,2,1,14,M_Y_day2_fourSC_afternoon,0.0,0.0008577984157098316,319
3,2,1,15,M_Y_day2_anticipated_affect,0.0,0.0008577984157098316,319
3,2,1,16,M_Y_day3_fourSC_morning,0.0,0.0008577984157098316,319
3,2,1,17,M_Y_day3_fourSC_afternoon,0.0,0.0008577984157098316,319
3,2,1,18,M_Y_day3_anticipated_affect,0.0,0.0008577984157098316,319
3,2,1,19,M_Y_day4_fourSC_morning,0.0,0.0008577984157098316,319
3,2,1,20,M_Y_day4_fourSC_afternoon,0.0,0.0008577984157098316,319
3,2,1,21,M_Y_day4_anticipated_affect,0.0,0.0008577984157098316,319
3,2,1,22,M_Y_day5_fourSC_morning,0.0,0.0008577984157098316,319
3,2,1,23,M_Y_day5_fourSC_afternoon,0.0,0.0008577984157098316,319
3,2,1,24,M_Y_day5_anticipated_affect,0.0,0.0008577984157098316,319
3,2,1,25,M_Y_day6_fourSC_morning,0.0,0.0008577984157098316,319
3,2,1,26,M_Y_day6_fourSC_afternoon,0.0,0.0008577984157098316,319
3,2,1,27,M_Y_day6_anticipated_affect,0.0,0.0008577984157098316,319
3,2,1,28,M_E_day1_pageview_morning,0.03341144334806361,0.0008577984157098316,319
3,2,1,29,M_E_day1_pageview_afternoon,-0.02789771830052091,0.0008577984157098316,319
3,2,1,30,M_E_day1_morning_fitbit_wear,-0.05334905319585381,0.0008577984157098316,319
3,2,1,31,M_E_day1_daily_survey_complete,0.025908943200630207,0.0008577984157098316,319
3,2,1,32,M_E_day2_pageview_morning,0.0,0.0008577984157098316,319
3,2,1,33,M_E_day2_pageview_afternoon,0.0,0.0008577984157098316,319
3,2,1,34,M_E_day2_morning_fitbit_wear,0.0,0.0008577984157098316,319
3,2,1,35,M_E_day2_daily_survey_complete,0.0,0.0008577984157098316,319
3,2,1,36,M_E_day3_pageview_morning,0.0,0.0008577984157098316,319
3,2,1,37,M_E_day3_pageview_afternoon,0.0,0.0008577984157098316,319
3,2,1,38,M_E_day3_morning_fitbit_wear,0.0,0.0008577984157098316,319
3,2,1,39,M_E_day3_daily_survey_complete,0.0,0.0008577984157098316,319
3,2,1,40,M_E_day4_pageview_morning,0.0,0.0008577984157098316,319
3,2,1,41,M_E_day4_pageview_afternoon,0.0,0.0008577984157098316,319
3,2,1,42,M_E_day4_morning_fitbit_wear,0.0,0.0008577984157098316,319
3,2,1,43,M_E_day4_daily_survey_complete,0.0,0.0008577984157098316,319
3,2,1,44,M_E_day5_pageview_morning,0.0,0.0008577984157098316,319
3,2,1,45,M_E_day5_pageview_afternoon,0.0,0.0008577984157098316,319
3,2,1,46,M_E_day5_morning_fitbit_wear,0.0,0.0008577984157098316,319
3,2,1,47,M_E_day5_daily_survey_complete,0.0,0.0008577984157098316,319
3,2,1,48,M_E_day6_pageview_morning,0.0,0.0008577984157098316,319
3,2,1,49,M_E_day6_pageview_afternoon,0.0,0.0008577984157098316,319
3,2,1,50,M_E_day6_morning_fitbit_wear,0.0,0.0008577984157098316,319
3,2,1,51,M_E_day6_daily_survey_complete,0.0,0.0008577984157098316,319
3,2,1,52,yesterday_step_count,0.012474576132122047,0.0008577984157098316,319
3,2,1,53,ema_step_count,0.004825982446125053,0.0008577984157098316,319
3,2,1,54,prior2hour_step_count,0.003940592456220631,0.0008577984157098316,319
3,2,1,56,active_status_fraction_7days,0.12640187846034237,0.0008577984157098316,319
3,2,1,57,recent_burden,0.001634883188245737,0.0008577984157098316,319
3,2,1,58,salience_yesterday,0.01738908897997421,0.0008577984157098316,319
3,2,1,59,walk_interaction_7d,-0.02428314274503712,0.0008577984157098316,319
3,2,1,60,A,-0.022223849678194123,0.0008577984157098316,319
3,2,1,61,A*E_w,0.002559274409523979,0.0008577984157098316,319
3,2,1,62,A*b_hat,0.009867551023961139,0.0008577984157098316,319
3,2,1,63,A*weekday_vs_weekend,0.0,0.0008577984157098316,319
3,2,1,64,A*slot_pm,0.0,0.0008577984157098316,319
3,2,1,65,A*weekday_vs_weekend*E_w,0.0,0.0008577984157098316,319
3,2,1,66,A*slot_pm*E_w,0.0,0.0008577984157098316,319
3,2,1,67,A*weekday_vs_weekend*b_hat,0.0,0.0008577984157098316,319
3,2,1,68,A*slot_pm*b_hat,0.0,0.0008577984157098316,319
3,2,1,69,A*yesterday_step_count,-0.00970911382026349,0.0008577984157098316,319
3,2,1,70,A*ema_step_count,0.004068592635077993,0.0008577984157098316,319
3,2,1,71,A*prior2hour_step_count,-0.006442530415771119,0.0008577984157098316,319
3,2,1,73,A*active_status_fraction_7days,0.01699401879713343,0.0008577984157098316,319
3,2,1,74,A*recent_burden,-0.0032216192181212734,0.0008577984157098316,319
3,2,1,75,A*salience_yesterday,0.010210107702549544,0.0008577984157098316,319
3,2,1,76,A*walk_interaction_7d,0.06490574290763866,0.0008577984157098316,319
4,2,2,0,intercept,-0.035833273807993296,0.0029386560978552534,319
4,2,2,1,weekday_vs_weekend,0.0,0.0029386560978552534,319
4,2,2,2,slot_pm,-0.0358332738079895,0.0029386560978552534,319
4,2,2,3,E_w,-0.0013307668642894583,0.0029386560978552534,319
4,2,2,4,weekday_vs_weekend*E_w,0.0,0.0029386560978552534,319
4,2,2,5,slot_pm*E_w,-0.0013307668642895268,0.0029386560978552534,319
4,2,2,6,b_hat,0.29219090741218184,0.0029386560978552534,319
4,2,2,7,weekday_vs_weekend*b_hat,0.0,0.0029386560978552534,319
4,2,2,8,slot_pm*b_hat,0.29219090741218107,0.0029386560978552534,319
4,2,2,9,b_tilde,0.0,0.0029386560978552534,319
4,2,2,10,M_Y_day1_fourSC_morning,-0.037745183244224954,0.0029386560978552534,319
4,2,2,11,M_Y_day1_fourSC_afternoon,-0.03873583943059226,0.0029386560978552534,319
4,2,2,12,M_Y_day1_anticipated_affect,0.5385821003455742,0.0029386560978552534,319
4,2,2,13,M_Y_day2_fourSC_morning,0.008102263330050602,0.0029386560978552534,319
4,2,2,14,M_Y_day2_fourSC_afternoon,0.0,0.0029386560978552534,319
