user_id,seed,wall_s,peak_heap_mb,delta_max_rss_mb,cumulative_max_rss_mb,pickled_session_kb,params_json_kb,nweek,wall_week_first_s,wall_week_last_s,wall_week_max_s,wall_week_growth_ratio,wall_begin_week_last_s,wall_begin_week_max_s,wall_decision_last_max_ms,wall_decision_last_median_ms,wall_decision_overall_max_ms,snapshot_total_kb,snapshot_first_week_kb,snapshot_last_week_kb,snapshot_max_week_kb
118,0,21.923107041977346,8.440206527709961,24.984375,206.3125,3852.11328125,14.6455078125,36,0.014004041440784931,0.8559947079047561,1.0912089999765158,61.12483396484274,0.10626683384180069,0.16000458411872387,74.24591667950153,1.5329374000430107,578.7417907267809,20860.2880859375,37.419921875,1120.091796875,1120.091796875
